Track Name,Genre,Tempo,Duration,Mood,Energy Level,Rating,User Action
Muscle Cars,Rock,117.0,3.7,Energetic,0.9,3.1,Skipped
Simon,Rock,141.9,6.0,Energetic,6.8,3.8,Liked
Burn Out Brighter (Northern Lights),Rock,153.0,3.6,Mixed,1.2,4.1,Skipped
The Love We Had Before,Rock,159.9,3.7,Mixed,9.4,4.0,Skipped
A More Perfect Union,Rock,146.6,7.2,Happiness,4.5,4.0,Liked
Combination Of The Two,Rock,153.1,5.8,Mixed,4.6,3.7,Liked
Talking to Mary,Rock,83.5,3.7,Mixed,2.1,2.9,Skipped
What About Love,Electronic,130.0,5.6,Mixed,0.6,3.8,Liked
Your Embrace,Pop,167.9,4.4,Happiness,3.7,3.6,Skipped
Oh My God,Pop,177.9,4.9,Energetic,9.4,4.1,Skipped
Home To Me,RnB,114.6,6.8,Energetic,4.1,3.9,Liked
Devil Eyes,Rock,131.7,5.8,Happiness,4.9,4.0,Liked
One Big Holiday,Rock,137.6,5.9,Mixed,5.0,3.8,Liked
Snake Devil,Rock,104.0,4.9,Energetic,4.8,4.1,Skipped
Rasta Should Be Deeper,Reggae,72.4,4.4,Happiness,3.4,3.9,Skipped
Hard Lovin' Man,Rock,140.1,7.2,Sad,7.8,3.0,Liked
Recoiled,Electronic,136.9,3.6,Mixed,9.3,4.0,Skipped
Run For Your Life,Electronic,176.3,5.6,Happiness,0.1,4.0,Skipped
White Mischief,Pop,137.8,7.0,Sad,4.6,1.4,Liked
Energy of Death,Rock,153.5,3.6,Mixed,0.1,4.0,Skipped
Stop Me If You Think You've Heard This One Before,Rock,134.1,3.5,Happiness,7.5,3.3,Skipped
Carolina Drama,Rock,162.5,5.9,Mixed,6.9,3.9,Liked
Brother James,Blues,130.6,3.6,Happiness,9.5,3.8,Skipped
Liezah,Rock,90.0,3.5,Energetic,4.2,3.8,Skipped
O Salto,Rock,157.0,6.3,Energetic,5.0,4.0,Liked
Hermeto's Daydream,Jazz,147.9,4.2,Mixed,6.1,3.0,Liked
Magnasushi,Electronic,100.0,7.2,Energetic,5.6,3.6,Liked
Scatterheart,Electronic,98.9,6.6,Energetic,4.2,3.5,Liked
The White Sea,RnB,128.4,7.4,Mixed,3.8,4.0,Liked
My Wine in Silence,RnB,169.1,7.4,Mixed,5.6,3.4,Liked
Back Here,Pop,104.8,3.7,Energetic,9.4,4.2,Skipped
Can You Heal Me,RnB,84.0,3.5,Mixed,2.8,4.2,Skipped
Russian Courier,Electronic,113.0,6.3,Energetic,7.0,3.5,Liked
Out Of My Face,RnB,150.0,3.7,Energetic,3.7,4.1,Skipped
Cleanse Song,Rock,88.6,3.5,Happiness,7.6,3.6,Skipped
The Handshake,Rock,140.0,3.7,Mixed,7.6,3.8,Skipped
Logan Rock Witch,Electronic,132.1,3.5,Happiness,6.4,3.5,Skipped
She's Crafty,Rap,,3.6,Energetic,4.6,3.8,Skipped
Skin and Bones,Rock,103.0,3.6,Happiness,4.0,3.4,Skipped
Where The Wild Things Are,Rap,92.2,6.9,Mixed,4.6,4.0,Liked
Noro,Rock,115.3,6.4,Sad,5.7,3.8,Liked
Exploding Head,Rock,86.0,3.6,Energetic,9.1,4.2,Skipped
Crunked Up,Electronic,140.0,3.7,Happiness,6.0,3.6,Skipped
On My Way Back Home,Rock,124.0,3.5,Happiness,6.1,3.7,Skipped
Happy Pills,Electronic,177.8,3.5,Happiness,4.9,4.0,Skipped
Baphomet's Throne,RnB,85.3,3.5,Happiness,3.9,3.9,Skipped
The Treason Wall,RnB,92.5,3.5,Happiness,4.3,3.8,Skipped
Eu Me Amo,Rock,157.8,3.6,Mixed,4.8,3.5,Skipped
Einstein-Rosen Bridge,Electronic,164.0,7.7,Happiness,2.4,4.6,Skipped
Sure Fire Winners,Pop,89.9,3.6,Happiness,9.0,4.1,Skipped
AOD,Electronic,143.9,6.3,Mixed,5.7,3.7,Liked
Naked Burn,RnB,157.0,3.7,Happiness,4.7,4.0,Skipped
Journey Inwards,Electronic,110.2,7.0,Energetic,6.2,3.5,Liked
En vän med en bil,Pop,101.8,5.1,Happiness,9.6,4.1,Skipped
All Fired Up,Rock,119.2,7.5,Sad,9.5,4.0,Skipped
Getting Closer,Electronic,117.0,7.0,Energetic,6.3,3.5,Liked
Sex Life,Rock,99.8,3.5,Energetic,4.2,4.0,Skipped
Souls for Sale,Reggae,90.0,5.6,Mixed,6.0,3.9,Skipped
Kill the Light,Rock,135.9,3.6,Happiness,9.1,4.2,Skipped
Burn This Disco Out,Pop,116.5,6.0,Happiness,3.1,3.3,Skipped
In My Blood,Rock,140.0,3.5,Mixed,7.1,3.7,Skipped
Piece of Me,Pop,115.0,3.5,Mixed,6.4,4.0,Skipped
What Cool Breezes Do,Rap,90.6,3.5,Sad,7.2,3.9,Skipped
Light My Fire,Rock,130.5,6.9,Sad,6.2,3.4,Liked
A Quick One While He's Away,Rock,133.1,7.0,Happiness,6.2,3.8,Liked
Betrayed,Punk,130.0,6.8,Mixed,3.9,4.2,Liked
Let Me Kiss You,Rock,160.2,7.2,Mixed,4.1,3.9,Skipped
There's Nothing,Rock,117.3,3.6,Happiness,2.9,4.1,Skipped
Holes,Rock,142.3,5.9,Happiness,4.5,3.6,Liked
Hey Pretty Girl,Rock,85.1,3.6,Happiness,3.7,3.4,Skipped
Ayo Technology,Pop,128.1,3.5,Mixed,0.8,3.9,Skipped
Forever and a day,Rock,173.0,6.0,Energetic,4.8,4.0,Liked
With My Eyes Closed,Rock,79.0,3.6,Mixed,2.2,3.9,Skipped
The Stone of Impermanence,Electronic,170.5,8.0,Mixed,3.3,3.3,Liked
Gone Forever,Rock,155.9,6.7,Happiness,7.6,4.1,Skipped
HELLYEAH,RnB,92.5,3.5,Happiness,1.7,4.4,Skipped
He'd Send In the Army,Rock,139.6,3.7,Mixed,7.1,2.8,Skipped
Beer (Song),Reggae,176.7,3.7,Mixed,4.9,4.1,Skipped
Enjoy Yourself (It's Later Than You Think),Jazz,,3.6,Energetic,4.7,3.7,Skipped
Halo Dies (the Wrath Of God),RnB,133.4,7.5,Sad,4.8,4.0,Liked
Infinite,Electronic,88.0,6.1,Mixed,1.2,4.2,Liked
Spread Out,Reggae,135.9,3.6,Energetic,4.2,3.2,Skipped
Juneau,Rock,103.3,3.6,Sad,7.3,4.1,Skipped
Red Barchetta,Rock,144.2,6.1,Happiness,9.4,3.9,Liked
Industrious,Electronic,119.8,6.7,Mixed,0.1,3.0,Liked
Date Of Expiration,Electronic,128.0,6.1,Happiness,0.1,3.7,Liked
Great Spirit,Rock,103.5,3.6,Mixed,9.1,3.7,Skipped
Opel,Rock,144.8,6.4,Mixed,3.2,2.7,Liked
The Ballad of The RAA,Rock,167.9,7.9,Happiness,6.0,3.3,Skipped
A Song Is Not A Business Plan,Rock,128.0,3.5,Mixed,9.3,4.3,Skipped
2 Towers,Rock,180.6,7.1,Mixed,3.7,4.4,Liked
Free Tibet,Electronic,137.9,6.0,Mixed,8.6,3.7,Liked
My Jamaican Guy,Rock,94.6,6.0,Energetic,3.6,3.7,Liked
Head Home,Rock,143.0,5.8,Happiness,0.5,3.6,Liked
Headshot!,RnB,135.0,3.5,Sad,9.0,4.1,Skipped
Deteriorate,RnB,85.0,5.9,,2.9,4.0,Liked
We Seeed,Reggae,134.0,6.4,Energetic,7.0,3.8,Liked
Deep Sea Divers,Rock,121.0,3.6,Mixed,4.2,4.0,Skipped
Smoking Ruins,Rock,119.1,6.7,Mixed,1.1,3.9,Liked
The Intense Humming Of Evil,Rock,121.0,8.0,Happiness,3.0,3.9,Liked
I Want I Want,Electronic,135.0,3.5,Mixed,9.3,4.1,Skipped
Change My Mind,RnB,117.0,3.5,Happiness,6.2,4.0,Skipped
Still,Country,133.9,6.9,Mixed,3.7,3.0,Liked
Who's Going Home With You Tonight?,Rock,118.0,5.9,Energetic,2.6,4.1,Skipped
God Bless,Rap,149.9,5.9,Mixed,6.3,3.7,Liked
Fly,Jazz,119.9,3.5,Mixed,8.3,4.0,Skipped
Get Fucked Stud,Rock,96.8,4.9,Mixed,0.3,3.9,Skipped
Get Myself Together,Pop,127.0,3.7,Energetic,0.4,4.1,Skipped
Unschuld Erde,Electronic,97.9,6.4,Happiness,6.9,3.5,Liked
Peach Trees,Rock,102.0,6.0,Energetic,4.1,3.4,Liked
Suckling the Mender,Rock,107.6,3.5,Happiness,2.7,4.0,Skipped
Natureland,Electronic,82.0,5.8,Happiness,4.9,3.4,Liked
How Do I Breathe,RnB,98.0,8.0,Mixed,4.6,3.6,Skipped
Força,Pop,122.9,3.7,Energetic,8.6,4.0,Skipped
Unconditional Love,Country,85.3,3.7,Happiness,2.4,3.9,Skipped
"Du, meine Sonne",Electronic,126.0,6.7,Happiness,3.8,3.8,Liked
Destroy Me,Electronic,127.0,3.7,Energetic,7.4,3.5,Skipped
Over My Head,Rock,98.7,3.6,Happiness,5.0,2.7,Skipped
Steinbolt,Electronic,103.3,7.7,Mixed,8.1,3.1,Liked
Les OS,Rock,167.8,3.5,Happiness,7.9,3.9,Skipped
Anne Arbour,Rock,101.5,3.5,Sad,3.4,4.1,Skipped
You're Gonna Need Someone On Your Side,Rock,164.2,3.6,Sad,8.3,3.1,Skipped
End of the Harvest,RnB,77.8,7.5,Mixed,4.9,3.4,Liked
New Born,Rock,,6.1,Sad,3.9,3.7,Liked
Heads Will Roll,Rock,132.0,3.7,Energetic,3.6,4.1,Skipped
Buck Up,Reggae,169.9,7.6,Happiness,6.4,3.7,Liked
Hips Don't Lie,Pop,100.0,3.6,Mixed,3.3,3.9,Skipped
Lover Of Others,Rock,97.5,4.8,Mixed,3.8,4.0,Skipped
Beyond Being,Electronic,110.0,5.4,Mixed,4.8,3.3,Liked
Wonder Milky Bitch,Electronic,76.2,5.8,Mixed,3.0,3.3,Liked
Speculum,Rock,116.1,3.5,Happiness,8.1,3.9,Skipped
Light the Torch,Punk,180.1,3.7,Happiness,2.7,3.9,Skipped
Heart Attack,RnB,174.0,3.5,Energetic,7.9,4.0,Skipped
She's Leaving Home,Jazz,129.1,3.6,Sad,1.1,2.8,Skipped
Life's a Bitch,Rap,90.0,4.6,Energetic,6.8,3.9,Skipped
Von der Armut,Electronic,110.9,7.0,Mixed,4.3,3.6,Liked
One Thing Leads To Another,Rock,137.1,7.5,Happiness,4.8,3.5,Liked
The Clock of Distant Dreams,Electronic,84.0,6.4,Happiness,4.6,2.4,Liked
Free,Rock,133.6,5.2,Happiness,1.5,3.6,Skipped
Fluteorgie,Electronic,126.0,6.1,Mixed,4.1,3.4,Liked
Enlightened Evolution,Electronic,139.9,7.3,Energetic,4.9,3.6,Liked
Goodbye Milky Way,Pop,80.0,6.0,Mixed,5.2,3.6,Liked
Hooks And Splinters,RnB,92.4,3.6,Mixed,3.7,3.9,Skipped
Ramble Tamble,Rock,101.3,7.2,Energetic,2.2,3.8,Liked
Everybody's Free,Pop,130.1,3.5,Mixed,0.1,3.9,Skipped
You Know Who I Am,Folk,131.4,3.5,Sad,1.3,2.5,Skipped
Desire Lines,Rock,120.6,6.7,Happiness,9.2,3.9,Liked
Dragostea Din Tei,Pop,130.1,3.6,Happiness,9.6,4.0,Skipped
Pat,Rock,78.1,3.6,Energetic,4.9,2.8,Skipped
Pigeon Song,Rock,111.5,3.6,Energetic,0.9,2.7,Skipped
I Nearly Married a Human,Rock,113.8,6.5,Happiness,4.9,3.5,Liked
Most Things Haven't Worked Out,Blues,174.4,6.1,Energetic,5.8,3.7,Liked
Emergency Trap,Rock,132.9,3.6,Happiness,4.8,3.3,Skipped
Death Whispered a Lullaby,RnB,150.0,5.8,Energetic,4.4,3.8,Liked
Story to Tell,Rap,76.3,6.6,Mixed,9.3,4.2,Liked
Big Black Coffin,Rock,119.4,6.5,Happiness,1.0,3.9,Liked
Gekkou,Pop,141.1,6.4,Mixed,0.3,3.9,Liked
Your Redneck Past,Rock,106.7,3.7,Energetic,0.7,3.7,Skipped
Prison Blues,Blues,137.9,7.1,Mixed,5.1,3.1,Liked
Spiders,Rock,137.9,3.6,Mixed,5.3,4.0,Skipped
F*** you bitch,Electronic,148.0,6.0,Happiness,4.0,3.7,Liked
Welcome To The Future,Country,141.7,5.5,Energetic,4.3,3.9,Liked
Tonight (Nicola Conte New Jazz Version),Jazz,87.0,6.6,Energetic,8.6,3.7,Liked
Great Release,Electronic,132.0,6.6,Energetic,8.6,3.3,Liked
No Mercy,Rap,104.5,3.6,Happiness,8.2,3.8,Skipped
Eastbound,Rap,99.8,3.7,Happiness,0.5,3.7,Skipped
Cutie Pie,RnB,102.5,5.8,Happiness,5.0,3.9,Liked
Five on the Five,Rock,146.8,3.6,Energetic,3.8,4.2,Skipped
Learning To Fly,Rock,165.0,6.9,Energetic,4.9,4.1,Liked
Queer Fellow (Ellen Allien & Apparat Remix),Electronic,126.0,6.2,Energetic,6.5,3.2,Liked
The Fame,Pop,127.0,3.7,Mixed,7.0,4.2,Skipped
When the Sun Shone on Vetiver,Folk,130.1,3.6,Mixed,5.1,3.5,Skipped
These Boots,Country,158.8,3.6,Mixed,3.1,4.2,Skipped
Asleep Or Awake?,Electronic,141.9,3.7,Sad,2.6,4.1,Skipped
2 + 2 = 5 (Live At Earls Court),Rock,148.2,3.6,Mixed,2.8,3.7,Skipped
Satta Massa Gana,Reggae,149.0,3.7,Happiness,7.0,3.9,Skipped
Tristesse/Joie,Pop,117.0,5.8,Happiness,4.3,3.5,Liked
All My Love,Rock,91.3,5.9,Energetic,7.4,3.6,Liked
Hate That I Love You,RnB,93.9,5.9,Mixed,0.5,4.0,Skipped
Billion Dollar Gravy,Electronic,173.0,6.4,Mixed,8.3,3.6,Liked
Polyfusion,Electronic,141.6,6.4,Mixed,7.6,3.4,Liked
The Ship of Pills and Needed Things,Rock,185.4,3.7,Happiness,1.2,4.1,Skipped
Have You Never Been Mellow,Pop,121.7,3.7,Happiness,5.1,3.7,Skipped
My Mamma Said,Pop,130.0,3.6,Happiness,7.0,3.8,Skipped
My Father's Gun,Rock,116.9,6.4,Mixed,5.8,4.0,Liked
Rock Your Socks,Rock,179.1,3.5,Mixed,8.3,3.9,Skipped
Shadow World,Jazz,120.1,3.6,Mixed,3.6,4.0,Skipped
Antenna,Rock,,6.3,Happiness,5.3,3.1,Liked
Switch Off The Sun,Electronic,175.9,3.5,Happiness,7.5,4.1,Skipped
XO,Rock,170.1,3.6,Happiness,1.7,3.6,Skipped
"Cut Me, Mick",Rock,181.0,3.6,Happiness,4.1,4.2,Skipped
Hey Hey Hey,Rock,134.1,3.6,Mixed,7.1,3.9,Skipped
Ackrite,Rap,94.2,3.7,Happiness,7.4,4.2,Skipped
Bloodpact,RnB,110.1,5.9,Happiness,3.8,4.0,Liked
Helicon 1,Rock,120.8,6.0,Happiness,4.4,3.3,Liked
My Kingdom,RnB,116.0,5.3,Mixed,5.8,3.2,Liked
Watch It Burn,Punk,174.2,3.5,Energetic,1.4,4.1,Skipped
We Are Time,Rock,161.5,6.5,Sad,6.9,3.3,Liked
Love Life,Pop,89.8,7.0,Happiness,8.8,3.7,Liked
The Bazaar,Rock,191.1,3.7,Happiness,4.4,3.9,Skipped
Love You to Death,RnB,111.4,4.3,Energetic,7.4,3.7,Liked
Mother We Just Can't Get Enough,Rock,106.2,5.8,Mixed,4.7,3.9,Liked
Take This Life,Pop,120.0,7.9,Energetic,0.4,4.0,Skipped
Spitshine,RnB,96.1,3.6,Mixed,4.3,4.1,Skipped
So Amazing,Reggae,128.6,3.7,Mixed,3.6,3.1,Skipped
My Michelle,Punk,103.3,3.7,Energetic,9.4,3.6,Skipped
I'm No Stranger To The Rain,Country,88.1,3.6,Sad,4.1,3.3,Skipped
End Theme,Electronic,130.0,6.6,Energetic,3.5,3.6,Skipped
Let Me Be Me,Electronic,130.7,7.8,Energetic,5.2,3.2,Liked
Cay's Crays,Reggae,129.3,4.9,Mixed,3.2,3.3,Liked
The Other,RnB,88.1,7.2,Sad,6.0,3.7,Liked
A Fire In Babylon,RnB,168.0,7.5,Happiness,2.1,4.2,Liked
Holy Diver,Rock,91.9,4.7,Energetic,7.1,3.2,Liked
Keep It Hid,Rock,135.1,3.7,Mixed,6.6,3.7,Skipped
Heavy Metal Machine,Rock,184.9,5.9,Mixed,2.6,3.9,Liked
Life Is Sweet,Electronic,125.8,6.6,Happiness,2.0,3.5,Liked
Warszawa,Electronic,111.8,7.1,Mixed,3.6,3.3,Liked
Chaingang,Rock,174.0,5.9,Mixed,9.6,4.2,Liked
Rational Eyes,RnB,173.0,3.6,Happiness,3.7,4.0,Skipped
Bar Italia,Rock,124.6,3.7,Mixed,6.0,3.9,Skipped
18 Til I Die,Rock,116.7,3.5,Happiness,4.7,4.2,Skipped
Bring Out Your Dead,RnB,92.5,3.6,Sad,9.7,4.1,Skipped
Fail,RnB,180.0,6.1,Energetic,9.0,3.9,Liked
Weow,Electronic,96.7,6.0,Mixed,6.1,3.0,Liked
Manon,Jazz,76.7,3.7,Energetic,2.6,2.8,Skipped
Swarm,Electronic,120.4,3.7,Energetic,3.6,4.3,Skipped
Welt am Draht,Electronic,124.0,7.2,Sad,3.5,3.1,Liked
Don't Work Yourself Up,Pop,102.0,3.7,Mixed,5.6,3.6,Skipped
Soundtrack,Electronic,174.9,3.6,Mixed,9.6,4.3,Skipped
Your Disco Song,Electronic,125.0,3.6,Happiness,0.9,3.9,Skipped
Sea of Love,Rock,146.0,3.6,Happiness,4.2,4.0,Skipped
The Hidden Camera,Electronic,126.3,6.8,Happiness,8.6,3.9,Liked
Theologians,Rock,111.4,3.5,Mixed,7.2,3.4,Skipped
Before Tigers,Rock,151.3,3.5,Mixed,8.0,3.9,Skipped
I Really Hope,Rock,141.9,3.7,Happiness,9.2,4.1,Skipped
Sing Your Life,Rock,88.5,7.4,Mixed,6.8,3.3,Skipped
The Snakepit,Rock,174.1,7.0,Mixed,6.6,3.2,Liked
Youngblood (Let It Out),Rock,172.4,6.8,Happiness,9.8,4.3,Skipped
Insane Asylum,Rock,122.0,7.2,Mixed,2.9,3.4,Liked
Televators,Rock,122.0,6.3,Mixed,5.4,3.6,Liked
I Am Trying to Break Your Heart,Rock,172.4,7.0,Sad,5.3,3.3,Liked
FlyKKiller,Electronic,128.5,6.1,Mixed,5.2,3.8,Liked
Lottery,RnB,175.1,5.9,Happiness,3.8,3.9,Liked
Honeydew,Electronic,139.0,7.6,Happiness,6.2,3.2,Liked
The Door Opens the Other Way,Electronic,112.6,5.9,Happiness,0.3,3.7,Liked
We Carry On,Electronic,127.0,6.5,Mixed,9.1,4.0,Liked
Nocturnal Fear,RnB,99.0,6.4,Happiness,4.5,3.8,Skipped
Paul Revere,Rap,91.7,3.7,Energetic,6.8,3.7,Skipped
These Are the Fables,Rock,174.1,3.5,Energetic,6.8,3.9,Skipped
Scam,RnB,119.3,5.8,Happiness,1.5,3.1,Liked
Slomo,Electronic,107.7,4.3,Energetic,0.8,3.7,Liked
Daire's Dream,Folk,84.2,3.6,Sad,2.6,2.9,Skipped
Flume,Folk,66.8,3.5,Mixed,1.9,2.9,Skipped
After Sunset,Jazz,142.0,3.7,Energetic,2.8,4.0,Skipped
Eppur si muove,Pop,120.0,3.7,Happiness,4.6,2.7,Skipped
Slide,Electronic,112.4,3.5,Energetic,0.8,4.1,Skipped
Stereo Tonic,Electronic,110.0,7.2,Energetic,8.5,3.9,Skipped
Can't Lose You,Rock,115.8,6.1,Mixed,7.5,3.8,Liked
Bronchus 2,Electronic,72.9,3.6,Mixed,2.2,2.2,Skipped
Midnight Feast,Electronic,81.0,3.6,Energetic,2.9,3.4,Skipped
Toi Mon Amour,Pop,97.2,3.5,Happiness,6.2,3.5,Skipped
Silver,Rock,111.0,6.6,Energetic,5.8,3.2,Liked
Temptation Greets You Like Your Naughty Friend,Rock,140.4,3.5,Sad,9.0,4.0,Skipped
You Speak My Language,Rock,127.2,3.6,Happiness,4.9,3.0,Skipped
Closer to Julie,Electronic,127.2,7.5,Happiness,4.2,4.1,Liked
Keys to the Kingdom,Electronic,184.0,3.6,Energetic,9.8,4.1,Skipped
Headlock,Pop,120.0,3.6,Energetic,3.7,3.4,Skipped
Lost You Somewhere,Electronic,132.5,7.5,Mixed,4.7,3.6,Liked
Sorrow Has No Home,Electronic,135.0,7.3,Energetic,2.5,3.5,Liked
So Strange I Remember You,Rock,103.6,3.7,Happiness,9.3,3.7,Skipped
Slow Train,Rock,165.3,6.8,Happiness,6.9,3.8,Liked
Death and the Healing,RnB,134.9,7.2,Mixed,7.4,3.8,Liked
Dead Sound,Rock,154.1,7.1,Energetic,3.3,3.9,Skipped
Jude Law and a Semester Abroad,Rock,178.0,3.7,Energetic,9.2,4.0,Skipped
For You From Me,Pop,183.8,3.5,Energetic,7.2,3.8,Skipped
Bare Religion,Electronic,173.0,6.5,Mixed,4.1,3.7,Liked
I Must Belong Somewhere,Rock,104.3,6.3,Happiness,1.6,3.8,Liked
Rude Awakening #2,Rock,121.0,6.4,Mixed,4.7,3.5,Liked
First We Take Manhattan,Rock,122.5,5.8,Mixed,6.0,3.4,Liked
The Building,Rap,192.0,3.6,Happiness,9.0,3.8,Skipped
Murder For The Money,Rock,100.2,3.6,Energetic,5.8,3.2,Skipped
Wish You Dead,Rock,105.3,7.3,Mixed,9.6,3.6,Skipped
All She Wants To Do Is Dance,Rock,114.1,5.8,Energetic,5.4,2.6,Liked
Normal,Jazz,116.0,7.1,Mixed,5.4,3.4,Liked
Tekere,Rock,113.0,6.6,Mixed,9.0,3.6,Liked
As the Stars Fall,Electronic,84.2,5.9,Mixed,6.2,3.1,Liked
Não Deixe O Mar Te Engolir,Rock,85.3,6.1,Happiness,8.6,3.8,Liked
Energy Flash,Electronic,122.8,5.8,Energetic,5.8,3.6,Liked
Boom Blast,Electronic,138.0,6.2,Energetic,9.4,3.7,Liked
Port Rhombus,Electronic,181.1,6.8,Energetic,7.0,3.2,Liked
Lover Lay Down,Rock,93.4,4.2,Happiness,5.7,3.6,Liked
Where Silent Gods Stand Guard,RnB,126.1,5.8,Mixed,9.5,4.1,Liked
Loyalty Song,Rock,128.1,3.5,Energetic,6.7,3.8,Skipped
A Man I'll Never Be,Rock,106.7,6.6,Happiness,5.9,3.5,Liked
Ain't No Party,Rock,128.1,3.5,Happiness,5.0,4.0,Skipped
Fade In-Out,Rock,85.9,6.9,Energetic,1.7,4.0,Liked
Heron Blue,Rock,101.8,7.7,Happiness,2.0,2.2,Liked
Omnipresence,Electronic,126.0,7.9,Energetic,6.8,2.3,Liked
Agadez,Rock,191.9,5.5,Energetic,3.7,4.2,Liked
Can We Still Be Friends,Pop,173.3,7.7,Mixed,4.3,3.6,Skipped
Bad You Do,Electronic,160.0,6.2,Energetic,8.8,3.5,Liked
From Here To Eternity,Pop,129.3,5.9,Happiness,4.1,2.9,Liked
Summer In Paris (Starring Anggun),Electronic,129.0,6.0,Sad,5.7,3.4,Liked
Different Drum,Rock,170.0,7.2,Happiness,1.7,3.7,Liked
Chasing Shadows,Jazz,114.0,6.8,Mixed,6.6,3.8,Liked
As Lovers Go,Rock,113.1,3.5,Sad,7.9,4.0,Skipped
Kingston 12,Reggae,91.2,3.6,Mixed,5.8,3.6,Skipped
Every Time You Turn Around,Rock,159.9,3.7,Mixed,4.4,4.3,Skipped
The Corps Under My Bed,Electronic,96.9,7.0,Happiness,1.3,3.0,Liked
Louise Louisa,Rock,105.9,7.3,Mixed,2.5,3.3,Liked
Shiver Me Timbers,Jazz,113.4,3.5,Happiness,2.5,2.5,Skipped
Jardin De Cecile,Electronic,140.1,7.1,Energetic,8.9,3.6,Liked
Bragarful,RnB,165.1,3.5,Energetic,2.0,3.9,Skipped
I Know It's You,Electronic,131.0,5.8,Mixed,9.5,4.0,Liked
In Her Tomb By The Sounding Sea,Rock,180.1,3.7,Happiness,4.1,4.0,Skipped
Underworld Dreams,Electronic,103.6,6.3,Mixed,5.3,3.5,Liked
Der Blender,Pop,82.1,3.5,Mixed,4.4,3.4,Skipped
Young Lover,Reggae,130.0,3.6,Mixed,5.9,3.9,Skipped
We Will Overcome,Rock,174.2,3.7,Happiness,2.2,3.9,Skipped
Genie,Rock,123.0,3.7,Mixed,0.0,4.3,Skipped
The Hardest Button to Button,Rock,128.5,4.4,Sad,5.1,3.6,Skipped
My Life As A Duck,Folk,90.7,3.7,Mixed,4.9,3.3,Skipped
Search For Peace,Jazz,135.2,7.5,Happiness,,3.2,Liked
Sepsis,RnB,160.1,3.5,Energetic,4.6,4.0,Skipped
Slaves & Bulldozers,Rock,131.4,7.0,Happiness,1.2,3.8,Liked
Phlax,Electronic,100.0,3.6,Happiness,7.6,3.7,Skipped
I'm Gonna Make It Better,Rock,121.7,3.5,Mixed,7.4,3.9,Skipped
1998,Electronic,100.0,6.1,Happiness,3.8,3.1,Liked
Superbeast,RnB,154.0,3.7,Mixed,3.7,4.1,Skipped
Akiko,Jazz,100.9,3.5,Mixed,4.9,3.3,Skipped
Stumble Then Rise on Some Awkward Morning,Rock,97.1,6.1,Happiness,3.4,3.4,Liked
Dear Diary,Rock,120.0,5.8,Mixed,7.5,3.6,Liked
The Glass Road,Electronic,131.1,5.6,Mixed,3.1,3.5,Liked
Sludge Factory,Rock,164.4,7.2,Mixed,7.2,3.8,Liked
Blainville,Electronic,111.9,3.7,Energetic,0.4,3.7,Skipped
Carve Your Heart Out Yourself,Rock,105.1,3.7,Sad,8.2,4.0,Skipped
Tentative,RnB,158.6,3.6,Happiness,4.4,4.3,Skipped
Edge & Flight,Electronic,142.0,6.9,Mixed,0.6,3.8,Liked
Three Moons,RnB,148.6,6.4,Sad,3.6,4.0,Liked
I'm On My Way,Pop,119.0,4.2,Energetic,4.0,4.2,Skipped
Extra,Electronic,137.0,3.7,Mixed,4.9,3.5,Skipped
Reclusion,Rock,170.0,5.3,Happiness,3.4,3.9,Skipped
The Kiss Of Babylon (the Sins),RnB,87.9,7.4,Sad,3.9,4.0,Liked
Four Squares,Electronic,120.0,6.2,Energetic,9.3,3.6,Liked
Hit The Lights,RnB,160.0,3.7,Happiness,4.1,4.2,Skipped
Spectacular Views,Rock,157.4,6.1,Happiness,6.5,3.7,Liked
Almost Done,Electronic,128.1,6.7,Energetic,2.9,2.9,Liked
Feel Right,Country,110.1,5.1,Mixed,8.6,4.2,Skipped
I'm In Peace,Folk,105.1,3.6,Happiness,7.0,3.7,Skipped
For The Last Time,RnB,76.6,7.5,Energetic,5.3,3.6,Liked
Carry You,Rock,132.0,5.9,Energetic,8.0,3.7,Liked
The Brother-Slayer,RnB,106.1,3.6,Happiness,3.6,4.1,Skipped
Strike,RnB,167.1,5.7,Happiness,4.0,4.0,Skipped
The Painful Regret,Electronic,129.0,5.9,Mixed,7.0,3.6,Liked
Heimwärts,Rock,120.3,6.8,Mixed,3.4,3.0,Liked
Hustlaz Ambition,Rap,142.8,3.7,Mixed,7.5,3.8,Skipped
Laidu,Rock,99.7,6.4,Mixed,2.7,2.9,Liked
I Can't Wake Up,Rap,100.7,3.6,Happiness,4.6,3.7,Skipped
You Always Believed,RnB,172.0,3.7,Happiness,4.1,4.4,Skipped
Rudeboy,Reggae,150.4,7.1,Energetic,1.3,4.2,Liked
The Suit,Rock,124.2,3.6,Energetic,0.4,1.3,Skipped
Be Aggressive,Rock,121.6,5.0,Happiness,9.7,4.0,Skipped
Will to Love,Electronic,173.0,5.9,Energetic,4.4,3.9,Liked
Cantelowes,Rock,125.9,7.0,Happiness,2.3,2.8,Liked
Actions Speak Louder Than Words,Reggae,128.0,5.9,Energetic,4.2,3.7,Liked
Burning a Sinner,RnB,150.5,3.5,Happiness,6.7,3.5,Skipped
"No Shoes, No Shirt, No Problems",Country,117.9,3.5,Energetic,6.2,3.7,Skipped
